UserID,Username,FirstName,LastName,Email,Address,City,State,ZipCode,Country,RegistrationDate,Age,Gender,Phone,PurchaseID,ProductName,Category,Price,Quantity,TotalAmount,PurchaseDate,PaymentMethod,Status
73,noah_white_984,Noah,White,noah_white_984@example.com,4776 Main St,Austin,OH,97817,UK,2022-01-23,58.0,Other,,378.0,Sci-Fi,,224.22,2.0,448.44,2023-09-22,Credit Card,Pending
73,noah_white_984,Noah,White,noah_white_984@example.com,4776 Main St,Austin,OH,97817,UK,2022-01-23,58.0,Other,(632)287-5067,379.0,Biography,Books,184.09,4.0,736.36,2023-01-18,Cash on Delivery,Cancelled
73,noah_white_984,Noah,White,noah_white_984@example.com,4776 Main St,Austin,OH,97817,UK,2022-01-23,,Other,(632)287-5067,380.0,Sofa,Home,118.45,3.0,355.35,2023-05-02,Credit Card,Pending
74,david_rodriguez_826,David,Rodriguez,invalid_email,6446 Main St,Charlotte,TX,95709,Canada,2021-09-24,79.0,F,(129)151-7391,381.0,Biography,Books,451.45,5.0,2257.25,2022-11-06,Cash on Delivery,
74,david_rodriguez_826,David,Rodriguez,david_rodriguez_826@example.com,6446 Main St,Charlotte,TX,95709,Canada,2021-09-24,79.0,F,(129)151-7391,382.0,Textbook,Books,,1.0,495.64,2022-06-11,,Refunded
74,david_rodriguez_826,David,Rodriguez,david_rodriguez_826@example.com,6446 Main St,Charlotte,TX,95709,Canada,2021-09-24,79.0,F,(129)151-7391,383.0,Doll,Toys,19.89,5.0,99.45,2022-09-09,Debit Card,Cancelled
75,jack_thomas_987,Jack ,Thomas,jack_thomas_987@example.com,3911 Main St,Houston,NC,64563,Germany,,40.0,M,(602)673-9904,384.0,Puzzle,Toys,450.53,2.0,901.06,2020-08-31,Credit Card,Pending
76,ivy_thomas_135,Ivy,Thomas,ivy_thomas_135@example.com,4294 Main St,New York,FL,65472,France,2020-06-04,18.0,F,(458)730-3353,385.0,Bed,Home,483.6,2.0,967.2,2022-03-21,Credit Card,Pending
76,ivy_thomas_135,Ivy,,ivy_thomas_135@example.com,4294 Main St,New York,,65472,France,2020-06-04,18.0,F,(458)730-3353,386.0,Lamp,Home,486.79,2.0,973.58,2021-10-09,Cash on Delivery,Completed
76,ivy_thomas_135,Ivy,Thomas,ivy_thomas_135@example.com,4294 Main St,New York,FL,65472,France,2020-06-04,18.0,F,(458)730-3353,387.0,Smartphone,Electronics,323.97,5.0,,2022-04-13,PayPal,Pending
76,ivy_thomas_135,Ivy,Thomas,ivy_thomas_135@example.com,4294 Main St,New York,FL,65472,France,,18.0,F,(458)730-3353,388.0,,Electronics,234.09,4.0,936.36,2022-02-01,PayPal,Pending
76,ivy_thomas_135,Ivy,Thomas,ivy_thomas_135@example.com,4294 Main St,New York,FL,65472,France,2020-06-04,18.0,F,(458)730-3353,389.0,Puzzle,Toys,42.04,,210.2,2020-06-22,PayPal,Completed
77,,David,Thompson,david_thompson_188@example.com,1808 Main St,Charlotte,TX,926,Canada,2020-09-23,41.0,F,(817)278-6384,390.0,Mystery,Books,495.94,4.0,1983.76,2021-03-13,Debit Card,Cancelled
77,david_thompson_188,David,Thompson,david_thompson_188@example.com,1808 Main St,Charlotte,TX,372,Canada,2020-09-23,41.0,F,(817)278-6384,391.0,Jacket,,,3.0,306.75,2022-07-20,Bank Transfer,Refunded
77,david_thompson_188,David,Thompson,,1808 Main St,Charlotte,TX,86204,Canada,2020-09-23,41.0,F,(817)278-6384,392.0,Bed,Home,180.21,1.0,180.21,2021-04-01,PayPal,
77,david_thompson_188,David,Thompson,david_thompson_188@example.com,1808 Main St,Charlotte,TX,86204,Canada,2020-09-23,41.0,F,(817)278-6384,393.0,Biography,Books,108.26,4.0,433.04,2021-03-05,PayPal,Cancelled
78,alice_robinson_475,Alice,Robinson,alice_robinson_475@example.com,5929 Main St,San Jose,PA,59446,France,2021-11-04,124.0,Other,(841)191-3145,,,,,,,,,
79,katie_moore_33,Katie,Moore,katie_moore_33@example.com,651 Main St,Charlotte,NY,95547,Germany,2020-12-28,23.0,M,(442)625-4167,,Dress,Clothing,442.28,5.0,2211.4,2022-07-24,Credit Card,Cancelled
79,katie_moore_33,Katie,Moore,katie_moore_33@example.com,651 Main St,Charlotte,NY,95547,Germany,2020-12-28,23.0,M,(442)625-4167,395.0,Smartphone,Electronics,-293.15,5.0,1465.75,2022-08-14,Bank Transfer,Pending
79,katie_moore_33,Katie,Mooretypo,katie_moore_33@example.com,651 Main St,Charlotte,NY,95547,Germany,,23.0,M,(442)625-4167,396.0,Board Game,Toys,423.56,5.0,2117.8,2022-01-06,Cash on Delivery,Cancelled
79,katie_moore_33,Katie123,Moore,katie_moore_33@example.com,651 Main St,Charlotte,NY,95547,Germany,2020-12-28,23.0,M,(442)625-4167,397.0,Doll,Toys,447.72,4.0,1790.88,2022-04-07,Debit Card,Refunded
79,katie_moore_33,Katie,Moore,katie_moore_33@example.com,651 Main St,Charlotte,NY,95547,Germany,2020-12-28,23.0,M,(442)625-4167,398.0,Textbook,Books,191.59,4.0,766.36,2021-10-08,Cash on Delivery,Refunded
79,katie_moore_33,Katie,Moore,katie_moore_33@example.com,651 Main St,Charlotte,NY,95547,Germany,2020-12-28,23.0,M,(442)625-4167,399.0,Camera,Electronics,114.76,4.0,459.04,2022-11-28,Cash on Delivery,Completed
80,jane_smith_741,Jane,Smith,jane_smith_741@example.com,4863 Main St,San Jose,TX,26627,UK,2020-10-26,61.0,Other,(140)488-4599,400.0,Puzzle,Toys,109.65,2.0,219.3,2022-06-27,Bank Transfer,Cancelled
80,jane_smith_741,Jane,,jane_smith_741@example.com,4863 Main St,San Jose,TX,26627,UK,2020-10-26,61.0,Other,(140)488-4599,401.0,Table,Home,336.44,1.0,336.44,2019-11-09,,Cancelled
80,jane_smith_741,Jane,Smith,jane_smith_741@example.com,4863 Main St,San Jose,TX,,UK,2020-10-26,61.0,Other,(140)488-4599,402.0,Camera,Electronics,104.39,2.0,208.78,2021-05-10,Cash on Delivery,Completed
81,paul_doe_52,Paul,Doe,paul_doe_52@example.com,4815 Main St,Fort Worth,TX,18029,USA,2022-12-07,74.0,Other,(950)277-5222,403.0,Building Blocks,Toys,11.72,2.0,23.44,2023-07-08,PayPal,Cancelled
81,paul_doe_52,Paul,Doetypo,paul_doe_52@example.com,4815 Main St,Fort Worth,TX,18029,USA,2022-12-07,74.0,Other,(950)277-5222,,Pants,Clothing,14.0,3.0,42.0,2022-12-21,Cash on Delivery,Completed
81,paul_doe_52,Paul,Doe,paul_doe_52@example.com,4815 Main St,Fort Worth,,18029,USA,,74.0,Other,(950)277-5222,405.0,Novel,Books,215.07,3.0,645.21,2024-11-15,Cash on Delivery,Completed
81,paul_doe_52,Paul,Doe,paul_doe_52@example.com,4815 Main St,Fort Worth,TX,18029,,2022-12-07,74.0,Other,(950)277-5222,406.0,Smartphone,Electronics,217.84,1.0,217.84,2023-05-28,Cash on Delivery,Pending
81,paul_doe_52,Paul,Doe,paul_doe_52@example.com,4815 Main St,Fort Worth,TX,18029,USA,2022-12-07,74.0,Other,(950)277-5222,407.0,Chair,Home,388.1,2.0,776.2,2024-05-08,Bank Transfer,Cancelled
81,paul_doe_52,Paul,Doe,paul_doe_52@example.com,4815 Main St,Fort Worth,TX,18029,USA,2022-12-07,74.0,Other,(950)277-5222,408.0,Camera,Electronics,241.03,1.0,241.03,2024-07-15,PayPal,Pending
81,paul_doe_52,Paul,Doetypo,paul_doe_52@example.com,4815 Main St,Fort Worth,TX,140,USA,2022-12-07,74.0,Other,(950)277-5222,409.0,Shoes,Clothing,12.82,1.0,0.0,2024-01-13,Cash on Delivery,Cancelled
81,paul_doe_52,Paul,Doetypo,paul_doe_52@example.com,4815 Main St,Fort Worth,,18029,USA,2022-12-07,74.0,Other,(950)277-5222,410.0,Mystery,Books,45.84,2.0,91.68,2023-03-03,Credit Card,Completed
81,paul_doe_52,Paulx,,paul_doe_52@example.com,4815 Main St,Fort Worth,TX,18029,USA,2022-12-07,74.0,Other,(950)277-5222,411.0,Tablet,Electronics,310.72,4.0,1242.88,2024-11-09,Cash on Delivery,Completed
81,paul_doe_52,Paul,Doe,paul_doe_52@example.com,4815 Main St,Fort Worth,TX,18029,USA,2022-12-07,74.0,Other,,412.0,Table,Home,153.83,1.0,153.83,2024-07-06,Bank Transfer,Cancelled
82,leo_clark_464,Leo,Clark,leo_clark_464@example.com,6729 Main St,Jacksonville,TX,97687,France,,77.0,Other,(495)125-4918,413.0,Building Blocks,Toys,320.09,4.0,1280.36,2021-01-24,Bank Transfer,
82,leo_clark_464,Leo,Clark,leo_clark_464@example.com,6729 Main St,Jacksonville,TX,97687,France,2020-06-29,77.0,Other,,414.0,Jacket,Clothing,263.97,1.0,263.97,2021-09-21,Credit Card,Cancelled
82,leo_clark_464,Leo123,Clark,leo_clark_464@example.com,,Jacksonville,TX,97687,,2020-06-29,77.0,Other,(495)125-4918,415.0,Bed,Home,142.03,4.0,568.12,2021-05-13,Debit Card,Cancelled
82,leo_clark_464,Leo,Clark,leo_clark_464@example.com,6729 Main St,,,97687,France,2020-06-29,149.0,Other,(495)125-4918,416.0,Textbook,Books,73.18,1.0,73.18,2020-08-15,Credit Card,Cancelled
82,leo_clark_464,Leo,Clark,leo_clark_464@example.com,6729 Main St,Jacksonville,TX,97687,France,,77.0,Other,(495)125-4918,417.0,Sofa,Home,18.68,5.0,93.4,2021-10-12,PayPal,Completed
82,leo_clark_464,Leo,Clark,invalid_email,6729 Main St,Jacksonville,TX,97687,France,2020-06-29,77.0,Other,(495)125-4918,418.0,Bed,Home,17.95,2.0,35.9,2021-08-14,PayPal,Cancelled
82,leo_clark_464,Leo,Clarktypo,leo_clark_464@example.com,6729 Main St,Jacksonville,TX,97687,France,2020-06-29,77.0,Other,(495)125-4918,419.0,Sci-Fi,Books,457.17,4.0,1828.68,2020-10-10,Debit Card,Cancelled
82,,Leo,Clark,leo_clark_464@example.com,6729 Main St,Jacksonville,TX,97687,France,2020-06-29,77.0,Other,(495)125-4918,420.0,Jacket,Clothing,232.68,1.0,232.68,2020-08-06,Cash on Delivery,Pending
82,leo_clark_464,Leo,Clark,leo_clark_464@example.com,6729 Main St,Jacksonville,TX,97687,France,2020-06-29,77.0,Other,(495)125-4918,421.0,Dress,Clothing,447.02,2.0,894.04,2021-07-10,Bank Transfer,Pending
82,leo_clark_464,Leo,Clark,leo_clark_464@example.com,6729 Main St,Jacksonville,TX,97687,France,2020-06-29,77.0,Other,(495)125-4918,422.0,Shirt,Clothing,159.45,1.0,159.45,2021-11-17,Cash on Delivery,Pending
83,henry_jackson_186,Henry,Jacksontypo,henry_jackson_186@example.com,2573 Main St,San Antonio,FL,39248,Germany,2022-04-23,62.0,F,(788)609-7889,423.0,Sofa,Home,273.03,3.0,819.09,2023-04-01,Bank Transfer,Refunded
83,henry_jackson_186,Henry,Jackson,henry_jackson_186@example.com,2573 Main St,San Antonio,FL,39248,Germany,2022-04-23,62.0,F,(788)609-7889,424.0,Sci-Fi,Books,187.92,4.0,751.68,2023-01-16,Credit Card,Completed
83,henry_jackson_186,Henry,Jackson,henry_jackson_186@example.com,2573 Main St,,FL,39248,Germany,2022-04-23,62.0,F,(788)609-7889,425.0,Mystery,Books,81.56,3.0,244.68,2022-10-03,Bank Transfer,Refunded
83,henry_jackson_186,Henry,Jackson,henry_jackson_186@example.com,2573 Main St,San Antonio,FL,39248,Germany,2022-04-23,62.0,F,(788)609-7889,426.0,Pants,Clothing,11.1,3.0,33.3,2023-10-01,,Pending
83,henry_jackson_186,Henry,Jackson,henry_jackson_186example.com,2573 Main St,,FL,39248,Germany,2022-04-23,62.0,F,(788)609-7889,427.0,Textbook,Books,392.39,4.0,1569.56,2022-07-04,PayPal,Completed
83,henry_jackson_186,Henry,Jackson,henry_jackson_186@example.com,2573 Main St,San Antonio,FL,39248,Germany,2022-04-23,62.0,F,(788)609-7889,428.0,Bed,Home,462.55,1.0,462.55,2022-05-13,Credit Card,Completed
83,henry_jackson_186,Henry,Jackson,henry_jackson_186@example.com,2573 Main St,San Antonio,FL,39248,Germany,2022-04-23,62.0,F,(788)609-7889,429.0,Laptop,,342.35,4.0,1369.4,2022-06-22,Bank Transfer,Completed
84,david_thompson_931,,Thompson,david_thompson_931@example.com,2565 Main St,Charlotte,FL,21303,France,2023-08-07,77.0,F,(969)228-8630,430.0,Jacket,Clothing,374.53,2.0,749.06,2025-04-19,Bank Transfer,Refunded
84,david_thompson_931,David,Thompson,david_thompson_931@example.com,2565 Main St,Charlotte,,21303,France,2023-08-07,77.0,F,(969)228-8630,431.0,Novel,Books,166.71,2.0,333.42,2024-08-15,Bank Transfer,Pending
84,david_thompson_931,David,Thompson,david_thompson_931@example.com,2565 Main St,Charlotte,FL,21303,France,2023-08-07,77.0,F,(969)228-8630,432.0,Headphones,Electronics,389.19,2.0,778.38,2025-07-07,Debit Card,Cancelled
84,david_thompson_931,David,Thompson,david_thompson_931@example.com,2565 Main St,Charlotte,FL,,France,2023-08-07,77.0,F,(969)228-8630,433.0,Headphones,Electronics,292.33,2.0,584.66,2024-09-18,Credit Card,Cancelled
84,david_thompson_931,David,Thompson,david_thompson_931@example.com,2565 Main St,Charlotte,FL,21303,France,2023-08-07,77.0,F,(969)228-8630,434.0,Chair,Home,357.91,4.0,1431.64,2023-10-06,Bank Transfer,Refunded
84,david_thompson_931,David,Thompson,david_thompson_931@example.com,2565 Main St,Charlotte,FL,21303,France,2023-08-07,77.0,F,(969)228-8630,435.0,Sofa,Home,455.22,1.0,455.22,2023-10-12,Credit Card,Cancelled
84,david_thompson_931,David,Thompson,david_thompson_931@example.com,2565 Main St,Charlotte,FL,51,France,2023-08-07,77.0,F,(969)228-8630,436.0,Shirt,Clothing,389.55,1.0,389.55,2024-09-17,PayPal,Completed
85,david_harris_87,David,Harris,invalid_email,8934 Main St,San Diego,,67243,France,2020-06-01,69.0,,(705)997-7962,,Table,Home,293.59,5.0,1467.95,2020-09-11,Credit Card,Pending
86,john_robinson_415,John,Robinson,john_robinson_415@example.com,8384 Main St,San Antonio,PA,37477,Canada,2023-08-11,76.0,Other,(776)861-5363,,,,,,,,,
87,bob_taylor_478,Bob,Taylor,bob_taylor_478@example.com,7093 Main St,Los Angeles,NY,,France,2023-03-12,30.0,Other,(982)365-5082,438.0,Lamp,Home,334.86,1.0,334.86,2024-01-26,Debit Card,Cancelled
87,bob_taylor_478,Bob,Taylor,bob_taylor_478@example.com,7093 Main St,Los Angeles,NY,102,France,2023-03-12,30.0,Other,,439.0,Shirt,Clothing,348.43,4.0,1393.72,,Debit Card,Cancelled
87,bob_taylor_478,Bob,Taylor,bob_taylor_478@example.com,7093 Main St,Los Angeles,NY,75492,France,2023-03-12,30.0,Other,(982)365-5082,440.0,Table,Home,158.83,3.0,476.49,,Cash on Delivery,Completed
87,bob_taylor_478,Bob,Taylortypo,bob_taylor_478@example.com,7093 Main St,Los Angeles,NY,75492,France,2023-03-12,30.0,Other,(982)365-5082,,Smartphone,Electronics,,2.0,62.2,2024-07-16,Bank Transfer,Cancelled
87,,Bob,,bob_taylor_478@example.com,7093 Main St,Los Angeles,NY,75492,France,2023-03-12,30.0,Other,(982)365-5082,442.0,Puzzle,Toys,194.79,4.0,779.16,2023-06-16,PayPal,Refunded
88,alice_moore_415,Alice,Moore,alice_moore_415@example.com,4996 Main St,Los Angeles,TX,,Germany,2023-06-14,23.0,Other,(247)393-5272,443.0,Sci-Fi,Books,130.65,4.0,522.6,2025-01-08,PayPal,Pending
88,alice_moore_415,Alice,Moore,alice_moore_415@example.com,4996 Main St,Los Angeles,TX,46345,Germany,2023-06-14,23.0,Other,(247)393-5272,444.0,Lamp,Home,410.94,3.0,1232.82,2023-10-10,Bank Transfer,Pending
88,alice_moore_415,Alice,Moore,alice_moore_415@example.com,4996 Main St,Los Angeles,TX,142,Germany,2023-06-14,23.0,Other,(247)393-5272,445.0,Sci-Fi,Books,400.38,2.0,800.76,2024-10-15,Credit Card,Cancelled
88,alice_moore_415,Alice,Moore,,4996 Main St,Los Angeles,TX,46345,Germany,2023-06-14,23.0,Other,(247)393-5272,446.0,Building Blocks,Toys,327.87,4.0,1311.48,,Credit Card,Cancelled
88,alice_moore_415,Alice,Moore,alice_moore_415@example.com,4996 Main St,Los Angeles,TX,46345,Germany,2023-06-14,,Other,(247)393-5272,447.0,Jacket,Clothing,116.61,5.0,583.05,2025-04-20,Bank Transfer,Completed
88,alice_moore_415,Alice,Moore,alice_moore_415@example.com,4996 Main St,Los Angeles,TX,46345,Germany,2023-06-14,23.0,Other,(247)393-5272,448.0,Toy Car,Toys,420.8,3.0,1262.4,2024-03-11,Credit Card,Refunded
89,jane_anderson_237,Jane,Anderson,invalid_email,2269 Main St,Philadelphia,FL,62788,Canada,2020-08-18,60.0,Other,(348)583-8520,449.0,Table,Home,182.25,2.0,364.5,2020-10-04,Cash on Delivery,Completed
89,jane_anderson_237,Jane,Andersontypo,,2269 Main St,Philadelphia,FL,62788,Canada,2020-08-18,60.0,Other,(348)583-8520,450.0,Doll,Toys,471.9,4.0,1887.6,2021-04-19,Credit Card,Pending
89,jane_anderson_237,Jane,Anderson,invalid_email,2269 Main St,Philadelphia,FL,62788,Canada,2020-08-18,60.0,Other,(348)583-8520,,Sci-Fi,Books,16.82,4.0,67.28,2022-05-11,Debit Card,Pending
89,jane_anderson_237,Jane,Anderson,jane_anderson_237@example.com,2269 Main St,Philadelphia,FL,62788,Canada,2020-08-18,60.0,Other,(348)583-8520,452.0,Biography,Books,92.96,5.0,464.8,2020-12-29,Cash on Delivery,Refunded
89,jane_anderson_237,Jane,Anderson,,2269 Main St,Philadelphia,FL,62788,Canada,2020-08-18,60.0,Other,(348)583-8520,453.0,Sofa,Home,357.16,1.0,357.16,2020-11-08,Cash on Delivery,Refunded
89,jane_anderson_237,Jane,Anderson,jane_anderson_237@example.com,2269 Main St,Philadelphia,FL,62788,,2020-08-18,60.0,Other,(348)583-8520,454.0,Dress,Clothing,248.03,3.0,744.09,2022-05-13,Credit Card,Refunded
89,jane_anderson_237,Jane,Anderson,jane_anderson_237@example.com,2269 Main St,Philadelphia,FL,62788,,2020-08-18,60.0,Other,(348)583-8520,455.0,Sofa,Home,192.45,3.0,577.35,2020-12-26,Cash on Delivery,Pending
89,jane_anderson_237,Jane,Anderson,jane_anderson_237@example.com,2269 Main St,Philadelphia,FL,62788,Canada,2020-08-18,60.0,Other,(348)583-8520,456.0,Mystery,Books,141.59,3.0,424.77,2022-05-25,Bank Transfer,Refunded
90,olivia_clark_52,Olivia,Clark,olivia_clark_52@example.com,,New York,CA,44448,Canada,2021-10-14,73.0,F,(585)217-2059,457.0,Biography,Books,123.07,1.0,123.07,2022-04-27,Cash on Delivery,
90,olivia_clark_52,Olivia,Clark,olivia_clark_52@example.com,4817 Main St,New York,CA,44448,Canada,2021-10-14,73.0,F,(585)217-2059,458.0,Doll,Toys,241.51,4.0,966.04,2023-04-29,Credit Card,Refunded
90,olivia_clark_52,Olivia!,Clark,olivia_clark_52example.com,4817 Main St,New York,CA,44448,Canada,2021-10-14,73.0,F,(585)217-2059,,Lamp,Home,443.81,3.0,1331.43,2021-06-23,Bank Transfer,Pending
90,olivia_clark_52,Olivia,Clark,olivia_clark_52@example.com,4817 Main St,New York,CA,44448,Canada,2021-10-14,73.0,F,(585)217-2059,460.0,,Toys,133.59,2.0,267.18,2021-11-05,Debit Card,Pending
90,olivia_clark_52,Olivia,Clark,olivia_clark_52@example.com,4817 Main St,New York,CA,106,,2021-10-14,73.0,F,(585)217-2059,461.0,Smartphone,Electronics,84.4,3.0,253.2,2022-01-12,Cash on Delivery,Cancelled
90,olivia_clark_52,Olivia,Clark,olivia_clark_52@example.com,4817 Main St,New York,CA,44448,Canada,2021-10-14,73.0,F,(585)217-2059,462.0,Doll,Toys,238.08,4.0,952.32,2022-07-23,Bank Transfer,Completed
90,olivia_clark_52,Olivia,Clark,olivia_clark_52@example.com,4817 Main St,New York,CA,44448,Canada,2021-10-14,73.0,F,(585)217-2059,463.0,Shoes,Clothing,386.13,2.0,772.26,2023-06-24,Credit Card,Refunded
91,charlie_thomas_541,Charlie,Thomas,charlie_thomas_541@example.com,1992 Main St,Philadelphia,PA,832,USA,2020-07-30,67.0,Other,(270)887-3692,464.0,Smartphone,Electronics,364.58,3.0,1093.74,2022-01-28,Bank Transfer,Cancelled
91,charlie_thomas_541,Charlie,Thomas,charlie_thomas_541@example.com,1992 Main St,Philadelphia,PA,25533,USA,2020-07-30,153.0,Other,(270)887-3692,465.0,Mystery,Books,96.93,2.0,193.86,2020-11-01,Debit Card,Cancelled
91,charlie_thomas_541,Charlie,Thomas,charlie_thomas_541@example.com,1992 Main St,Philadelphia,PA,25533,USA,2020-07-30,67.0,Other,(270)887-3692,466.0,Dress,Clothing,172.02,2.0,344.04,2021-03-15,Cash on Delivery,Refunded
91,charlie_thomas_541,Charlie,Thomas,charlie_thomas_541@example.com,1992 Main St,Philadelphia,PA,25533,USA,2020-07-30,67.0,Other,(270)887-3692,467.0,Novel,Books,337.23,4.0,,2021-03-15,Debit Card,Refunded
91,charlie_thomas_541,Charlie,Thomas,charlie_thomas_541@example.com,1992 Main St,Philadelphia,PA,25533,USA,2020-07-30,67.0,Other,(270)887-3692,468.0,Chair,Home,,2.0,547.28,2021-10-08,Debit Card,Refunded
91,charlie_thomas_541,Charlie,Thomas,charlie_thomas_541@example.com,1992 Main St,Philadelphia,PA,25533,USA,2020-07-30,67.0,Other,(270)887-3692,469.0,Building Blocks,Toys,52.24,1.0,52.24,2021-06-01,Bank Transfer,Refunded
91,charlie_thomas_541,Charlie,Thomas,charlie_thomas_541@example.com,1992 Main St,Philadelphia,PA,25533,USA,2020-07-30,67.0,Other,(270)887-3692,470.0,Doll,Toys,36.14,2.0,72.28,2021-10-29,Credit Card,Completed
91,charlie_thomas_541,Charlie,Thomas,charlie_thomas_541@example.com,1992 Main St,Philadelphia,PA,25533,USA,2020-07-30,67.0,Other,(270)887-3692,471.0,Smartphone,Electronics,270.73,1.0,270.73,2022-01-24,Bank Transfer,Completed
92,olivia_wilson_408,,Wilson,olivia_wilson_408@example.com,5028 Main St,Phoenix,OH,26785,France,2021-09-27,78.0,Other,(793)620-2671,472.0,Table,Home,-215.61,2.0,431.22,2021-12-11,Bank Transfer,Completed
92,olivia_wilson_408,Olivia,Wilson,olivia_wilson_408@example.com,5028 Main St,Phoenix,OH,26785,France,2021-09-27,78.0,Other,(793)620-2671,473.0,Headphones,Electronics,361.23,3.0,1083.69,2021-10-30,Bank Transfer,Refunded
92,olivia_wilson_408,Olivia,,olivia_wilson_408@example.com,5028 Main St,Phoenix,OH,26785,France,2021-09-27,78.0,Other,(793)620-2671,474.0,Jacket,Clothing,428.19,3.0,1284.57,2023-03-28,PayPal,Completed
92,olivia_wilson_408,Olivia,Wilson,olivia_wilson_408@example.com,5028 Main St,Phoenix,OH,26785,France,2021-09-27,78.0,Other,(793)620-2671,475.0,Jacket,Clothing,161.18,3.0,483.54,2022-08-20,Credit Card,Refunded
92,olivia_wilson_408,Olivia,Wilson,olivia_wilson_408@example.com,5028 Main St,Phoenix,OH,26785,France,2021-09-27,78.0,Other,(793)620-2671,476.0,Sci-Fi,Books,282.26,2.0,564.52,2023-09-24,Credit Card,Refunded
92,olivia_wilson_408,Olivia,Wilson,invalid_email,5028 Main St,Phoenix,OH,26785,France,2021-09-27,78.0,Other,(793)620-2671,477.0,Pants,Clothing,,4.0,1775.32,2022-10-07,Cash on Delivery,Pending
92,olivia_wilson_408,Olivia,Wilson,olivia_wilson_408@example.com,5028 Main St,Phoenix,OH,26785,France,2021-09-27,78.0,,(793)620-2671,478.0,Camera,Electronics,472.17,5.0,2360.85,2022-04-26,Bank Transfer,Completed
92,olivia_wilson_408,Olivia,Wilson,olivia_wilson_408@example.com,5028 Main St,Phoenix,OH,26785,France,2021-09-27,78.0,Other,(793)620-2671,479.0,Doll,Toys,412.82,5.0,2064.1,2022-02-05,Cash on Delivery,Completed
93,david_robinson_948,David,Robinson,david_robinson_948@example.com,1752 Main St,Chicago,TX,82923,France,2022-03-16,24.0,Other,(120)644-4940,,,,,,,,,
94,jane_taylor_447,Janex,Taylor,jane_taylor_447@example.com,4918 Main St,Columbus,TX,72407,UK,2022-03-26,77.0,Other,(973)681-4217,480.0,Table,Home,401.86,3.0,1205.58,2022-11-26,Cash on Delivery,Completed
94,jane_taylor_447,Jane,Taylor,jane_taylor_447@example.com,4918 Main St,Columbus,TX,117,UK,2022-03-26,77.0,Other,(973)681-4217,481.0,Headphones,Electronics,52.41,5.0,,2023-01-08,Bank Transfer,Cancelled
94,jane_taylor_447,Jane,Taylor,jane_taylor_447@example.com,4918 Main St,Columbus,TX,72407,UK,2022-03-26,77.0,Other,(973)681-4217,482.0,Smartphone,Electronics,469.31,3.0,1407.93,2023-10-20,Debit Card,Pending
95,jack_smith_369,Jack,Smithtypo,jack_smith_369@example.com,8320 Main St,Charlotte,TX,35851,Germany,2021-05-30,45.0,M,(176)172-8519,483.0,Headphones,Electronics,65.64,1.0,65.64,2023-03-16,PayPal,Refunded
95,jack_smith_369,Jack,Smithtypo,jack_smith_369@example.com,8320 Main St,Charlotte,TX,35851,Germany,2021-05-30,45.0,M,(176)172-8519,484.0,Textbook,Books,11.79,3.0,35.37,2022-01-13,Debit Card,Cancelled
95,jack_smith_369,Jack,Smith,jack_smith_369@example.com,8320 Main St,Charlotte,TX,35851,Germany,2021-05-30,45.0,M,(176)172-8519,485.0,Tablet,Electronics,61.22,5.0,306.1,2022-02-13,Cash on Delivery,Pending
95,jack_smith_369,Jack,Smith,jack_smith_369@example.com,8320 Main St,Charlotte,TX,35851,Germany,2021-05-30,45.0,M,(176)172-8519,486.0,Laptop,Electronics,23.52,5.0,117.6,2022-11-25,Cash on Delivery,Refunded
95,jack_smith_369,Jack,Smith,jack_smith_369@example.com,8320 Main St,Charlotte,TX,35851,Germany,2021-05-30,45.0,M,(176)172-8519,487.0,Building Blocks,Toys,116.03,5.0,580.15,2023-05-10,Bank Transfer,Pending
95,jack_smith_369,Jack,Smith,jack_smith_369@example.com,8320 Main St,Charlotte,TX,,Germany,2021-05-30,45.0,M,(176)172-8519,488.0,Table,Home,345.72,3.0,1037.16,2023-01-10,Debit Card,Refunded
95,jack_smith_369,Jack,Smith,jack_smith_369@example.com,8320 Main St,Charlotte,TX,35851,Germany,2021-05-30,45.0,M,(176)172-8519,489.0,Camera,Electronics,466.64,1.0,466.64,2022-04-20,Cash on Delivery,Refunded
95,jack_smith_369,Jack,Smith,jack_smith_369@example.com,8320 Main St,Charlotte,TX,35851,Germany,2021-05-30,45.0,M,(176)172-8519,490.0,Smartphone,Electronics,358.22,5.0,1791.1,2022-03-22,PayPal,Pending
95,jack_smith_369,Jack,Smith,jack_smith_369@example.com,8320 Main St,Charlotte,TX,35851,Germany,2021-05-30,45.0,M,(176)172-8519,491.0,Headphones,Electronics,122.39,3.0,489.56,2021-08-10,Credit Card,Completed
95,jack_smith_369,Jack,Smith,jack_smith_369@example.com,8320 Main St,Charlotte,TX,35851,Germany,2021-05-30,45.0,M,(176)172-8519,492.0,Board Game,Toys,399.39,2.0,798.78,2023-02-25,PayPal,Pending
96,henry_rodriguez_63,Henry,Rodriguez,henry_rodriguez_63@example.com,4779 Main St,Columbus,OH,85906,France,2022-01-12,66.0,F,(900)485-1856,493.0,Jacket,Clothing,196.11,1.0,196.11,2022-03-23,Debit Card,Pending
96,henry_rodriguez_63,Henry,Rodriguez,henry_rodriguez_63@example.com,4779 Main St,Columbus,OH,85906,France,2022-01-12,66.0,F,(900)485-1856,494.0,Sci-Fi,,248.51,1.0,248.51,2023-12-01,Bank Transfer,Refunded
